"credit.rating","account.balance","credit.duration.months","previous.credit.payment.status","credit.purpose","credit.amount","savings","employment.duration","installment.rate","marital.status","guarantor","residence.duration","current.assets","age","other.credits","apartment.type","bank.credits","occupation","dependents","telephone","foreign.worker"
"0","1",36,"2","2",3446,"1","4","4","3","1","2","3",42,"2","2","1","3","2","1","1"
"0","1",12,"2","3",684,"1","2","4","3","1","4","3",40,"2","1","1","2","2","1","1"
"0","1",33,"3","2",4281,"3","2","1","1","1","4","3",23,"2","2","2","3","1","1","1"
"0","1",42,"2","3",7174,"4","3","4","1","1","3","3",30,"2","2","1","4","1","2","1"
"0","1",24,"1","3",1546,"1","3","4","3","2","4","3",24,"1","1","1","2","1","1","1"
"0","1",24,"2","2",2359,"2","1","1","1","1","1","2",33,"2","2","1","3","1","1","1"
"0","3",24,"2","3",3621,"2","4","2","3","1","4","3",31,"2","2","2","3","1","1","1"
"0","1",12,"2","3",741,"2","1","4","1","1","3","2",22,"2","2","1","3","1","1","1"
"0","1",12,"2","2",7865,"1","4","4","3","1","4","4",53,"2","3","1","4","1","2","1"
"1","1",24,"2","1",2910,"1","3","2","3","1","1","4",34,"2","3","1","4","1","2","1"
"1","1",18,"3","4",5302,"1","4","2","3","1","4","4",36,"2","3","2","4","1","2","1"
"1","1",36,"2","2",3620,"1","2","1","3","2","2","2",37,"2","2","1","3","2","1","1"
"1","1",18,"2","3",3509,"1","3","4","1","2","1","1",25,"2","2","1","3","1","1","1"
"1","2",12,"2","2",3017,"1","1","3","1","1","1","1",34,"2","1","1","4","1","1","1"
"1","1",12,"2","2",1657,"1","2","2","3","1","2","1",27,"2","2","1","3","1","1","1"
"1","1",8,"3","4",1164,"1","4","3","3","1","4","4",51,"1","3","2","4","2","2","1"
"0","1",36,"3","2",6229,"1","1","4","1","2","4","4",23,"2","1","2","2","1","2","1"
"0","1",24,"1","4",1193,"1","1","1","1","2","4","4",29,"2","1","2","1","1","1","1"
"1","1",30,"1","2",4583,"1","2","2","1","2","2","1",32,"2","2","2","3","1","1","1"
"1","1",36,"3","2",5371,"1","2","3","3","2","2","2",28,"2","2","2","3","1","1","1"
"1","1",12,"2","2",708,"1","2","2","3","2","3","2",38,"2","2","1","2","2","1","1"
"1","1",21,"3","4",571,"1","4","4","3","1","4","1",65,"2","2","2","3","1","1","1"
"1","1",30,"2","3",2522,"1","4","1","3","2","3","2",39,"2","2","1","3","2","1","1"
"0","1",36,"2","2",5179,"1","3","4","3","1","2","2",29,"2","2","1","3","1","1","1"
"0","1",36,"2","1",8229,"1","2","2","3","1","2","2",26,"2","2","1","3","2","1","1"
"1","3",24,"3","2",2028,"1","3","2","3","1","2","2",30,"2","2","2","2","1","1","1"
"1","1",6,"2","4",1374,"4","1","4","1","1","3","2",75,"2","2","1","4","1","2","1"
"1","1",12,"2","2",1289,"1","2","4","3","2","1","2",21,"2","2","1","2","1","1","1"
"0","1",36,"2","2",2712,"1","4","2","3","1","2","2",41,"1","2","1","3","2","1","1"
"1","1",15,"3","2",975,"1","2","2","1","1","3","2",25,"2","2","2","3","1","1","1"
"1","2",6,"3","2",1050,"1","1","4","3","1","1","2",35,"1","2","2","4","1","2","2"
"1","1",6,"3","4",609,"1","3","4","1","1","3","2",37,"2","2","2","3","1","1","1"
"1","1",48,"2","1",4788,"1","3","4","3","1","3","2",26,"2","2","1","3","2","1","1"
"1","2",24,"2","2",3069,"2","4","4","3","1","4","4",30,"2","3","1","3","1","1","1"
"0","2",12,"2","4",836,"2","1","4","1","1","2","2",23,"1","2","1","2","1","1","1"
"1","1",12,"2","2",2577,"1","2","2","1","1","1","3",42,"2","2","1","3","1","1","1"
"1","1",12,"2","2",1620,"1","2","2","1","2","3","2",30,"2","2","1","3","1","1","1"
"1","1",15,"2","2",1845,"1","1","4","1","2","1","2",46,"2","1","1","3","1","1","1"
"1","1",24,"2","1",6579,"1","1","4","3","1","2","4",29,"2","3","1","4","1","2","1"
"1","1",12,"2","4",1893,"1","2","4","1","2","4","2",29,"2","2","1","3","1","2","1"
"1","1",30,"3","1",10623,"1","4","3","3","1","4","4",38,"2","3","2","4","2","2","1"
"1","1",18,"2","4",2249,"2","3","4","3","1","3","3",30,"2","2","1","4","2","2","1"
"0","1",30,"2","2",3108,"1","1","2","1","1","4","2",31,"2","2","1","2","1","1","1"
"1","2",12,"3","4",958,"1","3","2","3","1","3","1",47,"2","2","2","2","2","1","1"
"1","3",24,"2","1",9277,"4","2","2","1","1","4","4",48,"2","3","1","3","1","2","1"
"1","3",24,"3","4",6314,"1","1","4","3","2","2","4",27,"1","2","2","4","1","2","1"
"1","1",12,"3","1",1526,"1","4","4","3","1","4","4",66,"2","3","2","4","1","1","1"
"1","1",12,"2","2",3590,"1","2","2","3","2","2","2",29,"2","2","1","2","2","1","1"
"1","1",24,"3","1",6615,"1","1","2","3","1","4","4",75,"2","3","2","4","1","2","1"
"1","1",6,"3","2",1872,"1","1","4","3","1","4","4",36,"2","3","2","4","1","2","1"
"1","3",12,"2","4",2859,"4","1","4","3","1","4","4",38,"2","2","1","4","1","2","1"
"1","3",18,"3","3",1582,"3","4","4","3","1","4","3",46,"2","2","2","3","1","1","1"
"1","3",6,"2","4",1238,"4","1","4","3","1","4","2",36,"2","2","1","4","2","2","1"
"1","1",12,"2","2",2578,"1","1","3","1","1","4","4",55,"2","3","1","4","1","1","1"
"1","1",15,"3","2",1433,"1","2","4","1","1","3","2",25,"2","1","2","3","1","1","1"
"1","1",42,"2","2",7882,"1","3","2","3","2","4","2",45,"2","3","1","3","2","1","1"
"1","1",24,"2","2",4169,"1","2","4","3","1","4","2",28,"2","2","1","3","1","1","1"
"1","1",36,"2","2",3959,"1","1","4","3","1","3","2",30,"2","2","1","4","1","2","1"
"1","1",36,"2","4",3249,"1","3","2","3","1","4","4",39,"1","3","1","4","2","2","1"
"1","1",24,"2","2",3149,"1","1","4","3","1","1","4",22,"1","3","1","3","1","1","1"
"0","1",12,"3","2",2246,"1","4","3","3","1","3","2",60,"2","2","2","3","1","1","1"
"1","1",13,"3","4",1797,"1","1","3","3","1","1","2",28,"1","2","2","2","1","1","1"
"1","1",20,"3","2",4272,"1","4","1","1","1","4","2",24,"2","2","2","3","1","1","1"
"1","1",24,"3","1",2957,"1","4","4","3","1","4","2",63,"2","2","2","3","1","2","1"
"1","1",36,"3","2",2348,"1","2","3","4","1","2","2",46,"2","2","2","3","1","2","1"
"1","3",42,"1","4",6289,"1","1","2","1","1","1","2",33,"2","2","2","3","1","1","1"
"1","1",24,"3","1",6419,"1","4","2","1","1","4","4",44,"2","3","2","4","2","2","1"
"0","1",48,"3","1",6143,"1","4","4","1","1","4","4",58,"1","3","2","2","1","1","1"
"1","3",24,"3","3",1597,"1","4","4","3","1","4","4",54,"2","3","2","3","2","1","1"
"1","1",36,"2","4",15857,"1","1","2","1","2","3","3",43,"2","2","1","4","1","1","1"
"1","3",24,"3","3",2223,"2","4","4","3","1","4","2",52,"1","2","2","3","1","1","1"
"1","3",48,"3","3",7238,"4","4","3","3","1","3","3",32,"1","2","2","3","2","1","1"
"1","2",30,"3","4",2503,"2","4","4","3","1","2","2",41,"1","2","2","3","1","1","1"
"1","2",18,"2","4",2622,"2","2","4","3","1","4","3",34,"2","2","1","3","1","1","1"
"1","2",24,"2","2",4351,"4","2","1","1","1","4","2",48,"2","2","1","2","1","2","1"
"1","2",6,"2","3",368,"4","4","4","3","1","4","2",38,"2","2","1","3","1","1","1"
"1","2",12,"2","4",754,"4","4","4","3","1","4","2",38,"2","2","2","3","1","1","1"
"1","3",24,"3","3",2424,"4","4","4","3","1","4","2",53,"2","2","2","3","1","1","1"
"1","2",48,"3","4",6681,"4","2","4","3","1","4","4",38,"2","3","1","3","2","2","1"
"1","2",18,"3","4",2427,"4","4","4","3","1","2","2",42,"2","2","2","3","1","1","1"
"0","2",24,"3","3",1216,"2","1","4","3","1","4","4",38,"1","2","2","3","2","1","1"
"1","2",6,"2","3",753,"1","2","2","1","2","3","1",64,"2","2","1","3","1","1","1"
"1","2",7,"2","3",2576,"1","2","2","3","2","2","1",35,"2","2","1","3","1","1","2"
"1","2",6,"2","3",590,"1","1","3","4","1","3","1",26,"2","2","1","2","1","1","2"
"1","2",8,"2","3",1414,"1","2","4","3","2","2","1",33,"2","2","1","3","1","1","2"
"1","2",12,"2","3",1103,"1","3","4","3","2","3","1",29,"2","2","2","3","1","1","1"
"1","2",12,"3","3",585,"1","2","4","4","2","4","1",20,"2","1","2","3","1","1","1"
"1","2",6,"2","3",1068,"1","4","4","3","1","4","3",28,"2","2","1","3","2","1","1"
"1","1",8,"3","4",713,"1","4","4","3","1","4","1",47,"2","2","2","2","1","1","1"
"1","2",12,"2","3",1092,"1","2","4","1","2","4","1",49,"2","2","2","3","1","2","1"
"1","2",7,"2","3",2329,"1","1","1","1","2","1","1",45,"2","2","1","3","1","1","1"
"1","2",13,"3","3",882,"1","1","4","3","2","4","1",23,"2","2","2","3","1","1","1"
"1","2",18,"2","3",866,"1","2","4","4","2","2","1",25,"2","2","1","2","1","1","1"
"1","2",7,"2","3",2415,"1","2","3","3","2","2","1",34,"2","2","1","3","1","1","1"
"1","2",13,"2","3",2101,"1","1","2","1","2","4","2",23,"2","2","1","2","1","1","1"
"1","2",18,"2","3",1301,"1","4","4","4","2","2","1",32,"2","2","1","2","1","1","1"
"1","2",18,"2","3",1113,"1","2","4","1","2","4","1",26,"2","2","1","2","2","1","1"
"1","2",8,"2","3",760,"1","3","4","1","2","2","1",44,"2","2","1","2","1","1","1"
"1","2",12,"2","3",625,"1","1","4","4","2","1","1",26,"1","2","1","2","1","1","1"
"1","3",6,"3","4",1323,"2","4","2","1","1","4","3",28,"2","2","2","3","2","2","1"
"1","1",9,"3","3",1138,"1","2","4","3","1","4","1",25,"2","2","2","2","1","1","1"
"1","2",18,"3","3",1795,"1","4","3","1","2","4","1",48,"1","1","2","2","1","2","1"
"1","2",15,"3","3",2728,"4","3","4","3","2","2","1",35,"1","2","2","3","1","2","1"
"1","2",6,"2","3",484,"1","3","3","4","2","3","1",28,"1","2","1","2","1","1","1"
"1","2",10,"1","3",1048,"1","2","4","3","1","4","1",23,"1","2","1","2","1","1","1"
"1","2",12,"2","3",1155,"1","4","3","4","2","3","1",40,"1","2","2","2","1","1","1"
"1","2",20,"3","1",7057,"4","3","3","3","1","4","2",36,"1","1","2","4","2","2","1"
"1","2",15,"3","3",1537,"4","4","4","3","2","4","1",50,"2","2","2","3","1","2","1"
"1","1",12,"2","3",2214,"1","2","4","3","1","3","2",24,"2","2","1","2","1","1","1"
"1","3",24,"3","2",1585,"1","3","4","3","1","3","2",40,"2","2","2","3","1","1","1"
"1","2",10,"2","2",1521,"1","2","4","1","1","2","3",31,"2","2","1","2","1","1","1"
"1","2",36,"1","3",3990,"4","1","3","1","1","2","4",29,"1","2","1","1","1","1","1"
"1","3",18,"2","2",3049,"1","1","1","1","1","1","2",45,"1","2","1","2","1","1","1"
"0","1",24,"2","3",1282,"2","2","4","1","1","2","3",32,"2","2","1","2","1","1","1"
"1","3",60,"2","3",10144,"2","3","2","1","1","4","1",21,"2","2","1","3","1","2","1"
"1","1",12,"2","4",1168,"1","2","4","4","1","3","1",27,"2","2","1","2","1","1","1"
"1","2",6,"2","3",454,"1","1","3","4","1","1","2",22,"2","2","1","2","1","1","1"
"1","3",15,"3","1",3594,"1","1","1","1","1","2","2",46,"2","2","2","2","1","1","1"
"1","3",12,"2","2",1768,"1","2","3","3","1","2","1",24,"2","1","1","2","1","1","1"
"1","3",60,"3","3",15653,"1","3","2","3","1","4","3",21,"2","2","2","3","1","2","1"
"1","3",12,"3","4",2247,"1","2","2","1","1","2","3",36,"1","2","2","3","1","2","1"
"1","3",24,"2","3",1413,"1","2","4","4","1","2","2",28,"2","2","1","3","1","1","1"
"1","2",45,"3","1",4576,"2","1","3","3","1","4","3",27,"2","2","1","3","1","1","1"
"1","1",24,"3","3",1231,"3","4","4","1","1","4","2",57,"2","1","2","4","1","2","1"
"0","1",36,"2","1",8335,"4","4","3","3","1","4","4",47,"2","3","1","3","1","1","1"
"1","2",36,"3","1",5800,"1","2","3","3","1","4","3",34,"2","2","2","3","1","2","1"
"1","1",18,"3","3",8471,"4","2","1","1","1","2","3",23,"2","1","2","3","1","2","1"
"1","1",30,"2","2",3622,"3","4","4","1","1","4","2",57,"2","1","2","3","1","2","1"
"1","1",6,"3","3",1169,"4","4","4","3","1","4","1",67,"2","2","2","3","1","2","1"
"1","3",15,"2","3",1262,"3","3","4","3","1","3","2",36,"2","2","2","3","1","2","1"
"1","3",24,"3","2",3617,"4","4","4","3","2","4","4",20,"2","1","2","3","1","1","1"
"1","2",30,"3","4",2181,"4","4","4","3","1","4","1",36,"2","2","2","3","1","1","1"
"0","1",48,"1","4",7685,"1","3","2","1","2","4","3",37,"2","1","1","3","1","1","1"
"1","3",48,"3","3",6110,"1","2","1","3","1","3","4",31,"1","3","1","3","1","2","1"
"1","3",24,"2","4",3757,"1","4","4","1","2","4","4",62,"2","3","1","3","1","2","1"
"1","1",42,"3","3",3394,"1","1","4","3","2","4","3",65,"2","2","2","1","1","1","1"
"1","3",36,"3","4",6304,"4","4","4","3","1","4","1",36,"2","2","2","3","1","1","1"
"1","3",9,"3","3",1244,"4","4","4","1","1","4","2",41,"2","1","2","2","1","1","1"
"1","3",6,"2","4",3518,"1","2","2","3","2","3","2",26,"2","1","1","3","1","1","1"
"1","3",36,"1","3",2613,"1","2","4","3","1","2","3",27,"2","2","2","3","1","1","1"
"1","1",48,"2","3",7476,"1","3","4","3","1","1","4",50,"2","3","1","4","1","2","1"
"0","3",24,"2","4",4591,"3","2","2","3","1","3","2",54,"2","2","2","4","1","2","1"
"0","2",18,"2","2",1924,"4","1","4","1","1","3","1",27,"2","1","1","3","1","1","1"
"0","2",72,"2","3",5595,"2","2","2","4","1","2","3",24,"2","2","1","3","1","1","1"
"0","2",48,"3","3",6224,"1","4","4","3","1","4","4",50,"2","3","1","3","1","1","1"
"1","3",15,"2","3",1905,"1","4","4","3","1","4","3",40,"2","1","1","4","1","2","1"
"1","3",21,"3","1",2993,"1","2","3","3","1","2","1",28,"1","2","2","2","1","1","1"
"1","3",36,"3","1",8947,"4","3","3","3","1","2","3",31,"1","2","1","4","2","2","1"
"1","1",24,"2","2",4020,"1","2","2","3","1","2","3",27,"1","2","1","3","1","1","1"
"1","2",18,"2","1",2779,"1","2","1","4","1","3","3",21,"2","1","1","3","1","2","1"
"1","3",21,"2","4",2782,"3","3","1","1","1","2","3",31,"1","2","1","4","1","1","1"
"1","3",12,"2","4",1884,"1","4","4","3","1","4","3",39,"2","2","1","4","1","2","1"
"1","3",36,"3","1",11054,"4","2","4","3","1","2","3",30,"2","2","1","4","1","2","1"
"1","2",60,"3","3",9157,"4","2","2","3","1","2","4",27,"2","3","1","4","1","1","1"
"1","2",42,"1","1",9283,"1","1","1","3","1","2","4",55,"1","3","1","4","1","2","1"
"1","3",60,"2","4",6527,"4","2","4","3","1","4","4",34,"2","3","1","3","2","2","1"
"1","3",15,"3","1",3368,"3","4","3","3","1","4","4",23,"2","1","2","3","1","2","1"
"1","1",15,"2","4",2511,"1","1","1","1","1","4","3",23,"2","1","1","3","1","1","1"
"1","1",36,"2","1",5493,"1","4","2","3","1","4","4",42,"2","3","1","3","2","1","1"
"1","3",6,"2","3",1338,"3","2","1","1","1","4","1",62,"2","2","1","3","1","1","1"
"1","2",9,"2","3",1082,"1","4","4","3","1","4","3",37,"2","2","2","2","1","1","1"
"1","3",18,"3","3",1149,"3","2","4","3","1","3","1",46,"2","2","2","3","1","1","1"
"1","2",15,"2","3",1308,"1","4","4","3","1","4","3",38,"2","2","2","2","1","1","1"
"1","2",20,"1","1",6148,"2","4","3","4","1","4","3",31,"1","2","2","3","1","2","1"
"1","3",12,"2","2",1736,"1","3","3","1","1","4","1",31,"2","2","1","2","1","1","1"
"1","3",12,"2","3",3059,"3","3","2","1","1","4","1",61,"2","2","1","2","1","1","1"
"0","1",24,"2","2",2996,"4","2","2","4","1","4","3",20,"2","2","1","3","1","1","1"
"1","3",30,"3","1",7596,"4","4","1","3","1","4","3",63,"2","2","2","3","1","1","1"
"1","3",30,"2","1",4811,"4","3","2","1","1","4","2",24,"1","1","1","2","1","1","1"
"1","3",6,"2","2",1766,"1","2","1","4","1","2","2",21,"2","1","1","3","1","1","1"
"1","2",24,"2","1",2760,"4","4","4","3","1","4","4",36,"1","3","1","3","1","2","1"
"1","3",24,"3","3",5507,"1","4","3","3","1","4","4",44,"2","3","2","3","1","1","1"
"1","2",9,"2","3",1199,"1","3","4","1","1","4","2",67,"2","2","2","4","1","2","1"
"1","3",24,"2","2",2892,"1","4","3","1","1","4","4",51,"2","3","1","3","1","1","1"
"1","2",36,"3","4",2862,"2","4","4","3","1","3","4",30,"2","3","1","3","1","1","1"
"0","1",9,"2","4",654,"1","2","4","3","1","3","3",28,"2","2","1","2","1","1","1"
"0","2",9,"3","3",1136,"3","4","4","3","1","3","4",32,"2","3","2","3","2","1","1"
"0","2",24,"2","1",4113,"3","1","3","1","1","4","3",28,"2","1","1","3","1","1","1"
"0","2",6,"2","4",14555,"4","1","1","3","1","2","2",23,"2","2","1","1","1","2","1"
"0","1",15,"1","4",950,"1","4","4","3","1","3","3",33,"2","1","2","3","2","1","1"
"0","1",24,"3","4",1199,"1","4","4","3","1","4","3",60,"2","2","2","2","1","1","1"
"0","1",12,"1","4",1082,"1","2","4","3","1","4","3",48,"1","2","2","3","1","1","1"
"0","2",30,"2","4",2150,"1","2","4","1","2","2","4",24,"1","2","1","3","1","1","1"
"0","2",36,"3","4",2820,"1","1","4","1","1","4","3",27,"2","2","2","3","1","1","1"
"0","2",48,"2","3",3060,"1","3","4","3","1","4","1",28,"2","2","2","3","1","1","1"
"0","1",18,"2","3",2600,"1","2","4","3","1","4","4",65,"2","3","2","3","1","1","1"
"0","3",21,"1","4",5003,"4","2","1","1","1","4","2",29,"1","2","2","3","1","2","1"
"0","2",60,"2","3",6288,"1","2","4","3","1","4","4",42,"2","3","1","3","1","1","1"
"0","3",24,"3","4",2538,"1","4","4","3","1","4","3",47,"2","2","2","2","2","1","1"
"0","3",9,"2","3",1478,"1","3","4","3","1","2","3",22,"2","2","1","3","1","1","1"
"0","2",39,"3","3",4933,"1","3","2","3","2","2","1",25,"2","2","2","3","1","1","1"
"0","3",18,"3","4",1530,"1","2","3","3","1","2","2",32,"1","2","2","3","1","1","1"
"0","2",9,"1","4",1437,"2","3","2","3","1","3","4",29,"2","2","1","3","1","1","1"
"0","1",15,"2","3",1275,"4","2","4","1","1","2","3",24,"2","1","1","3","1","1","1"
"0","1",24,"2","3",1823,"1","1","4","3","1","2","3",30,"1","2","1","4","2","1","1"
"0","1",9,"2","4",1422,"1","1","3","3","1","2","4",27,"2","3","1","4","1","2","1"
"0","1",18,"2","3",1217,"1","2","4","4","1","3","1",47,"2","2","1","2","1","2","1"
"0","1",36,"2","4",9271,"1","3","2","3","1","1","3",24,"2","2","1","3","1","2","1"
"0","1",36,"3","4",2145,"1","3","2","3","1","1","3",24,"2","2","2","3","1","2","1"
"0","1",36,"2","4",1842,"1","1","4","1","1","4","3",34,"2","2","1","3","1","2","1"
"0","2",18,"3","2",4297,"1","4","4","1","1","3","4",40,"2","2","1","4","1","2","1"
"0","1",6,"3","2",3384,"1","2","1","1","1","4","1",44,"2","1","1","4","1","2","1"
"0","2",18,"3","3",1245,"1","2","4","4","1","2","3",33,"2","2","1","3","1","1","1"
"0","3",15,"2","3",4623,"2","2","3","3","1","2","2",40,"2","2","1","4","1","2","1"
"0","2",30,"3","2",8386,"1","3","2","3","1","2","2",49,"2","2","1","3","1","1","1"
"0","1",24,"3","3",1024,"1","1","4","4","1","4","1",48,"1","2","1","3","1","1","1"
"0","2",36,"2","4",14318,"1","4","4","3","1","2","4",57,"2","3","1","4","1","2","1"
"0","2",6,"1","3",433,"3","1","4","1","1","2","2",24,"1","1","1","3","2","1","1"
"0","1",12,"1","3",2149,"1","2","4","1","1","1","4",29,"2","3","1","3","1","1","1"
"0","3",24,"2","3",2397,"3","4","3","3","1","2","3",35,"1","2","2","3","1","2","1"
"0","2",6,"1","4",931,"2","1","1","1","1","1","2",32,"1","2","1","2","1","1","1"
"0","2",15,"3","3",1512,"3","2","3","4","1","3","2",61,"1","2","2","3","1","1","1"
"0","2",24,"1","4",4241,"1","2","1","3","1","4","1",36,"2","2","2","2","1","2","1"
"0","2",24,"3","2",4736,"1","1","2","1","1","4","3",25,"1","2","1","2","1","1","1"
"0","2",15,"1","4",1778,"1","1","2","1","1","1","1",26,"2","1","2","1","1","1","1"
"0","3",15,"2","3",2327,"1","1","2","1","1","3","1",25,"2","2","1","2","1","1","1"
"0","1",24,"1","2",6872,"1","1","2","1","1","1","2",55,"1","2","1","3","1","2","1"
"0","1",12,"2","3",795,"1","1","4","1","1","4","2",53,"2","2","1","3","1","1","1"
"0","3",30,"3","4",1908,"1","4","4","3","1","4","1",66,"2","2","1","4","1","2","1"
"0","2",36,"1","4",1953,"1","4","4","3","1","4","4",61,"2","3","1","4","1","2","1"
"0","3",18,"2","2",2864,"1","2","2","3","1","1","1",34,"2","2","1","2","2","1","1"
"0","3",21,"3","3",2319,"1","1","2","1","1","1","3",33,"2","1","1","3","1","1","1"
"0","1",24,"2","4",915,"4","4","4","1","1","2","3",29,"1","2","1","3","1","1","1"
"0","3",24,"2","4",947,"1","3","4","3","1","3","4",38,"1","3","1","3","2","1","1"
"0","1",24,"2","4",1381,"4","2","4","1","1","2","2",35,"2","2","1","3","1","1","1"
"0","1",24,"2","4",1285,"4","3","4","1","1","4","4",32,"2","1","1","3","1","1","1"
"0","1",24,"2","4",1371,"4","2","4","1","1","4","1",25,"2","1","1","3","1","1","1"
"0","2",18,"2","4",1042,"4","2","4","1","1","2","2",33,"2","2","1","3","1","1","1"
"0","1",12,"2","4",900,"4","2","4","4","1","2","3",23,"2","2","1","3","1","1","1"
"0","1",24,"2","4",1207,"1","1","4","1","1","4","2",24,"2","1","1","3","1","1","1"
"0","2",18,"1","4",2278,"2","1","3","1","1","3","3",28,"2","2","2","3","1","1","1"
"0","1",60,"3","4",6836,"1","4","3","3","1","4","4",63,"2","2","2","3","1","2","1"
"0","1",24,"2","2",3345,"1","4","4","3","1","2","2",39,"2","1","1","4","1","2","1"
"0","1",6,"1","3",1198,"1","4","4","1","1","4","4",35,"2","3","1","3","1","1","1"
"0","2",48,"2","4",15672,"1","2","2","3","1","2","3",23,"2","2","1","3","1","2","1"
"0","1",60,"2","4",7297,"1","4","4","3","2","4","4",36,"2","1","1","3","1","1","1"
"0","3",18,"2","3",1943,"1","1","4","1","1","4","1",23,"2","2","1","3","1","1","1"
"0","1",18,"2","3",3190,"1","2","2","1","1","2","1",24,"2","2","1","3","1","1","1"
"0","2",9,"1","1",5129,"1","4","2","1","1","4","4",74,"1","3","1","4","2","2","1"
"0","3",18,"3","2",1808,"1","3","4","1","1","1","1",22,"2","2","1","3","1","1","1"
"0","3",10,"2","4",1240,"2","4","1","1","1","4","4",48,"2","3","1","2","2","1","1"
"0","1",12,"2","4",759,"1","3","4","3","1","2","1",26,"2","2","1","3","1","1","1"
"0","2",8,"2","2",1237,"1","2","3","1","1","4","1",24,"2","2","1","3","1","1","1"
"0","3",9,"2","2",1980,"1","1","2","1","2","2","3",19,"2","1","2","3","1","1","1"
"0","2",48,"2","3",10961,"3","3","1","3","2","2","4",27,"1","2","2","3","1","2","1"
"0","1",36,"3","3",6887,"1","2","4","3","1","3","2",29,"1","2","1","3","1","2","1"
"0","1",24,"2","3",1938,"1","1","4","1","1","3","2",32,"2","2","1","3","1","1","1"
"0","1",21,"2","3",1835,"1","2","3","1","1","2","1",25,"2","2","2","3","1","2","1"
"0","1",24,"3","3",1659,"1","1","4","1","1","2","3",29,"2","1","1","2","1","2","1"
"0","2",6,"3","4",1209,"1","1","4","3","1","4","2",47,"2","2","1","4","1","2","1"
"0","2",48,"1","4",3844,"2","3","4","3","1","4","4",34,"2","3","1","2","2","1","1"
"0","1",12,"3","4",4843,"1","4","3","3","2","4","2",43,"2","1","2","3","1","2","1"
"0","2",12,"2","3",639,"1","2","4","3","1","2","3",30,"2","2","1","3","1","1","1"
"0","2",48,"2","3",5951,"1","2","2","1","1","2","1",22,"2","2","1","3","1","1","1"
"0","2",36,"1","3",3804,"1","2","4","1","1","1","3",42,"2","2","1","3","1","2","1"
"0","3",36,"3","3",4463,"1","2","4","3","1","2","3",26,"2","2","2","4","1","2","1"
"0","3",36,"3","4",7980,"4","1","4","3","1","4","3",27,"2","1","2","3","1","2","1"
"0","3",36,"2","3",4210,"1","2","4","3","1","2","3",26,"2","2","1","3","1","1","1"
"0","3",6,"2","2",4611,"1","1","1","1","1","4","2",32,"2","2","1","3","1","1","1"
"0","2",24,"2","1",11560,"1","2","1","1","1","4","3",23,"2","1","2","4","1","1","1"
"0","3",18,"1","4",4165,"1","2","2","3","1","2","3",36,"1","2","2","3","2","1","1"
"0","2",24,"2","2",4057,"1","3","3","1","1","3","3",43,"2","2","1","3","1","2","1"
"0","3",18,"1","4",6458,"1","4","2","3","1","4","4",39,"1","2","2","4","2","2","1"
"0","3",12,"2","4",1386,"3","2","2","1","1","2","2",26,"2","2","1","3","1","1","1"
"0","1",36,"2","3",1977,"4","4","4","3","1","4","4",40,"2","2","1","4","1","2","1"
"0","2",18,"3","2",1928,"1","1","2","3","1","2","1",31,"2","2","2","2","1","1","1"
"0","3",12,"2","2",1123,"3","2","4","1","1","4","3",29,"2","1","1","2","1","1","1"
"0","2",24,"2","4",11328,"1","2","2","3","2","3","3",29,"1","2","2","4","1","2","1"
"0","2",24,"3","4",11938,"1","2","2","3","2","3","3",39,"2","2","2","4","2","2","1"
"0","2",27,"3","3",2520,"3","2","4","3","1","2","2",23,"2","2","2","2","1","1","1"
"0","2",30,"3","3",1919,"2","1","4","3","1","3","4",30,"1","2","2","4","1","1","1"
"0","2",60,"1","4",14782,"2","4","3","1","1","4","4",60,"1","3","2","4","1","2","1"
"0","2",36,"2","3",2671,"2","2","4","1","2","4","4",50,"2","3","1","3","1","1","1"
"0","2",36,"2","3",12612,"2","2","1","3","1","4","4",47,"2","3","1","3","2","2","1"
"0","2",45,"2","3",3031,"2","2","4","3","2","4","2",21,"2","1","1","3","1","1","1"
"0","1",12,"1","3",626,"1","2","4","1","1","4","1",24,"1","2","1","2","1","1","1"
"0","2",24,"3","4",1935,"1","4","4","1","1","4","1",31,"2","2","2","3","1","2","1"
"0","3",24,"3","4",1344,"4","3","4","3","1","2","1",37,"1","2","2","2","2","1","1"
"0","3",18,"2","2",1533,"1","1","4","4","2","1","2",43,"2","2","1","2","2","1","1"
"0","1",48,"2","4",3931,"1","3","4","3","1","4","4",46,"2","3","1","3","2","1","1"
"0","1",24,"1","2",3349,"3","1","4","3","1","4","4",30,"2","3","1","3","2","2","1"
"0","1",36,"2","3",2302,"1","2","4","1","1","4","3",31,"2","1","1","3","1","1","1"
"0","1",42,"2","3",3965,"1","1","4","3","1","3","3",34,"2","2","1","3","1","1","1"
"0","1",12,"2","3",727,"2","1","4","4","1","3","4",33,"2","2","1","2","1","2","1"
"0","3",48,"2","4",3914,"4","2","4","1","1","2","1",38,"1","2","1","3","1","1","1"
"0","1",48,"2","4",4308,"1","1","3","1","1","4","2",24,"2","1","1","3","1","1","1"
"0","2",12,"2","3",1534,"1","1","1","4","1","1","1",23,"2","1","1","3","1","1","1"
"0","3",18,"3","4",2775,"1","3","2","3","1","2","2",31,"1","2","2","3","1","1","1"
"0","1",40,"3","3",5998,"1","2","4","3","1","3","4",27,"1","2","1","3","1","2","1"
