ID,Year_Birth,Marital_Status,Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth
10936,1965,Married,72190.0,0,0,597,166,597,172,166,1,5,6,4,3
4692,1976,Married,7500.0,1,0,7,0,12,13,7,5,4,1,2,9
7212,1966,Married,44794.0,0,1,54,0,7,0,0,1,2,0,3,6
6086,1955,Married,80395.0,0,0,445,25,706,80,76,1,6,5,12,2
437,1976,Divorced,75012.0,0,0,294,142,218,164,58,1,3,8,11,1
11171,1965,Married,56962.0,2,1,292,3,77,10,3,7,6,3,5,7
11101,1991,Together,89891.0,0,0,412,22,132,59,28,1,11,6,8,4
5329,1949,Divorced,35946.0,1,1,8,0,3,0,0,1,0,0,3,5
610,1953,Together,53593.0,1,1,349,4,78,6,0,8,7,2,6,8
9384,1978,Married,66373.0,1,1,328,9,124,12,24,7,4,2,10,3
5956,1948,Divorced,45072.0,1,2,144,2,99,7,2,5,6,1,4,8
10430,1973,Divorced,89694.0,1,1,1126,28,211,37,28,3,4,3,4,5
7875,1949,Married,72025.0,0,0,967,0,617,43,50,1,4,8,13,2
7072,1973,Married,67432.0,0,1,432,79,341,177,136,2,8,5,4,4
6255,1952,Together,70545.0,0,1,138,39,63,55,18,1,4,1,7,2
6516,1989,Married,17487.0,1,0,0,0,1,7,4,1,1,0,2,7
5564,1969,Together,62882.0,0,1,509,133,497,78,24,2,7,5,6,4
5682,1953,Single,64108.0,0,1,948,10,86,13,21,4,6,9,11,5
7458,1956,Together,34941.0,1,1,39,2,25,4,3,2,3,0,3,8
5237,1950,Single,48767.0,1,2,28,1,21,3,0,3,2,1,3,5
7761,1978,Together,38702.0,1,0,13,11,24,13,8,2,3,0,4,6
5278,1964,Married,82224.0,0,0,307,26,360,138,31,1,6,9,5,3
3560,1952,Together,83844.0,0,0,901,31,345,75,31,1,4,4,11,1
7235,1975,Married,17003.0,1,0,2,5,12,4,8,3,2,0,4,5
10548,1995,Single,71163.0,0,0,283,17,372,138,106,1,3,8,12,1
2281,1970,Single,33697.0,1,0,4,3,7,0,3,1,1,0,2,7
4073,1954,Married,63564.0,0,0,769,80,252,15,34,1,10,10,7,6
6974,1972,Together,83443.0,0,0,518,42,742,55,56,1,6,10,5,2
7938,1958,Together,51518.0,0,1,350,8,66,17,4,2,3,2,10,3
7094,1975,Widow,58330.0,0,1,445,53,213,104,98,1,6,4,13,4
3667,1969,Married,80952.0,0,0,778,178,689,41,27,1,8,5,11,8
7723,1979,Together,75507.0,0,0,709,93,374,104,80,1,8,6,6,3
3870,1978,Together,63855.0,0,0,359,35,314,93,116,1,7,3,13,4
4012,1972,Together,62220.0,0,1,799,12,375,16,12,5,7,6,5,6
5909,1964,Married,58512.0,0,1,895,10,101,13,0,5,3,4,8,8
10470,1979,Married,40662.0,1,0,40,2,23,0,4,2,2,1,3,4
6488,1959,Married,38829.0,0,1,76,0,7,0,0,1,3,2,2,5
10270,1981,Married,35523.0,1,0,11,5,22,12,5,2,3,0,3,7
6887,1967,Single,79146.0,1,1,245,16,223,21,43,2,8,1,8,6
6406,1988,Married,78285.0,0,0,647,107,391,175,67,1,6,4,10,3
7573,1978,Single,31626.0,1,0,39,1,9,2,1,1,2,1,2,7
4508,1952,Single,75127.0,0,0,203,35,305,46,17,1,2,11,5,1
221,1955,Married,48726.0,0,1,138,3,38,4,0,3,3,2,4,6
5331,1977,Married,74985.0,0,0,587,51,898,247,0,1,3,6,7,2
1911,1987,Together,67430.0,0,0,595,97,291,127,133,1,11,5,12,6
20,1965,Married,46891.0,0,1,43,12,23,29,15,1,2,1,4,4
8786,1956,Married,62058.0,0,1,301,7,74,10,0,4,6,1,7,6
10582,1979,Married,72063.0,0,1,180,32,348,76,32,2,5,2,12,2
1915,1951,Married,78939.0,0,0,794,115,243,150,0,1,8,5,6,3
8897,1965,Single,42720.0,1,1,392,5,91,28,26,8,7,3,7,8
2371,1972,Married,33622.0,1,1,39,1,22,3,4,3,2,0,4,7
4303,1957,Together,6835.0,0,1,107,2,12,2,2,0,0,0,1,20
6825,1953,Together,41452.0,1,1,13,0,3,0,0,1,1,0,2,7
1072,1965,Single,40760.0,0,1,70,0,17,0,0,2,2,1,3,6
4964,1958,Together,74250.0,0,0,680,11,392,75,0,1,2,11,4,1
2461,1955,Single,51124.0,1,1,26,1,11,0,1,2,1,0,3,3
10736,1971,Single,72258.0,0,1,522,0,522,227,120,2,6,9,5,2
3194,1974,Single,71466.0,0,0,412,12,546,78,182,1,4,4,10,1
10839,1976,Together,36283.0,1,1,6,5,5,8,0,2,1,0,3,4
49,1970,Single,20587.0,1,0,2,3,6,4,1,1,1,1,2,7
4290,1972,Married,30467.0,1,0,1,3,8,2,5,1,1,0,2,7
10219,1972,Together,31590.0,1,0,6,2,15,6,6,1,1,0,3,8
4211,1986,Married,20425.0,1,0,4,12,5,3,16,2,2,0,3,7
1135,1960,Together,17144.0,1,1,18,2,19,0,2,5,3,0,4,7
6299,1968,Divorced,42564.0,0,1,324,48,186,39,18,6,6,8,4,7
10846,1978,Married,43783.0,1,0,327,9,125,25,4,6,7,1,8,7
347,1976,Divorced,40780.0,0,1,229,27,71,13,3,4,7,1,5,9
6543,1945,Together,62847.0,0,0,521,168,706,80,76,1,3,6,4,2
10446,1957,Married,82017.0,0,0,184,23,446,30,23,1,5,4,7,2
3479,1950,Single,16813.0,0,0,4,8,11,12,2,1,2,0,3,7
11075,1978,Married,51267.0,1,1,183,2,64,7,2,4,3,3,5,4
4442,1961,Single,46524.0,0,1,31,19,35,26,14,2,1,1,5,3
199,1962,Single,45183.0,0,0,219,3,60,12,9,1,4,1,7,7
6722,1954,Married,70421.0,0,1,479,28,136,75,14,3,10,3,7,6
796,1965,Divorced,60161.0,0,1,584,44,212,46,8,3,11,4,8,8
3749,1973,Together,73926.0,0,0,627,91,597,159,91,1,6,5,12,3
8523,1968,Married,19329.0,1,0,24,1,16,12,2,3,4,0,3,8
310,1970,Married,61872.0,0,1,330,5,159,36,27,4,4,4,9,4
8629,1956,Widow,46984.0,1,1,19,1,10,2,1,1,1,0,3,5
236,1951,Married,34838.0,1,1,28,23,29,29,14,3,2,1,4,6
9930,1944,Single,82716.0,0,0,606,148,228,15,148,1,6,8,13,2
3483,1958,Married,48192.0,0,0,1039,43,204,153,58,3,2,8,12,8
4599,1976,Married,49681.0,0,2,411,0,26,0,0,6,7,1,7,7
7326,1971,Married,56850.0,0,1,34,1,19,2,7,1,1,1,3,2
7352,1957,Married,55267.0,0,1,161,28,136,32,3,4,3,4,6,3
2350,1972,Married,59666.0,1,1,623,53,178,23,17,7,3,2,8,8
9145,1972,Single,72504.0,0,1,604,26,470,123,161,2,5,9,6,2
2964,1981,Married,26872.0,0,0,3,10,8,3,16,1,1,1,2,6
5585,1972,Single,21359.0,1,0,12,2,17,6,1,2,2,0,3,8
9687,1975,Single,73170.0,0,0,184,174,256,50,30,1,5,4,6,2
3732,1955,Married,52750.0,0,1,393,0,239,90,69,6,5,7,9,4
6303,1986,Together,91820.0,0,0,410,73,747,76,161,0,5,5,12,1
11176,1970,Together,65968.0,0,1,376,9,83,19,4,2,5,4,7,3
2986,1976,Married,30772.0,1,1,7,2,4,2,1,1,1,0,2,6
7462,1954,Single,22507.0,0,0,68,0,226,51,157,3,10,2,4,9
3900,1972,Married,65685.0,0,1,642,14,49,0,7,1,9,2,9,5
7034,1978,Married,25804.0,1,0,8,7,9,13,6,2,2,0,3,8
9493,1980,Single,76412.0,0,0,840,53,804,23,71,1,5,4,8,3
1143,1972,Married,22063.0,1,0,7,10,13,3,11,2,2,0,3,7
1,1961,Single,57091.0,0,0,464,5,64,7,0,1,7,3,7,5
3855,1963,Married,22419.0,0,0,30,3,47,19,21,1,3,2,2,8
5536,1959,Together,87771.0,0,1,1492,38,287,50,57,1,5,10,4,6
5989,1959,Divorced,78353.0,0,1,752,122,476,39,153,1,10,2,11,8
9499,1954,Married,93404.0,1,2,1279,15,287,20,0,3,3,4,7,5
6768,1962,Divorced,37859.0,1,2,22,1,8,2,1,2,1,0,3,8
2150,1958,Widow,80995.0,0,1,860,28,409,73,56,1,8,9,4,4
6646,1984,Together,16529.0,1,0,3,0,5,13,0,1,1,0,3,6
4887,1976,Divorced,55412.0,1,1,10,5,28,11,1,1,2,0,3,5
8560,1992,Single,48789.0,0,0,351,16,156,7,5,1,6,4,7,6
3321,1967,Together,56575.0,0,2,421,5,90,0,16,3,7,3,7,5
11003,1980,Together,25130.0,1,0,2,5,7,0,18,2,2,0,3,7
10402,1967,Married,35441.0,1,1,25,1,9,2,1,2,1,0,3,8
9904,1956,Married,71391.0,0,1,336,123,274,46,123,5,6,5,12,3
6141,1972,Single,49494.0,1,0,191,9,97,0,6,2,6,1,5,7
5687,1980,Divorced,81702.0,0,0,563,50,774,28,31,1,7,7,12,3
10856,1980,Single,45889.0,0,1,31,0,6,0,1,1,1,0,3,6
5121,1977,Single,56628.0,0,1,479,5,82,7,17,2,7,6,5,5
4186,1950,Together,34026.0,1,1,18,6,15,12,8,3,2,1,3,5
368,1974,Married,40049.0,0,1,91,65,52,10,44,3,3,2,6,5
3312,1988,Single,34176.0,1,0,5,7,24,19,14,4,3,0,4,6
11121,1981,Married,19419.0,1,0,2,14,28,16,3,4,4,0,3,9
5332,1960,Married,82504.0,0,0,362,50,431,134,35,1,3,6,7,1
5848,1970,Together,81205.0,0,0,724,74,929,97,55,1,5,6,7,2
10343,1991,Single,61618.0,0,0,605,91,399,0,45,2,3,6,8,3
5935,1956,Single,55284.0,0,1,547,7,140,0,7,3,7,5,8,5
2895,1963,Single,49980.0,0,1,104,1,54,13,9,2,3,1,5,5
10262,1980,Married,15072.0,2,0,8,2,15,0,10,4,3,1,3,5
7848,1974,Single,49166.0,0,1,224,2,25,7,0,2,5,3,3,6
9477,1954,Married,65324.0,0,1,384,0,102,21,32,3,6,2,9,4
4856,1957,Married,82347.0,0,0,556,54,845,202,133,1,7,7,10,3
7186,1966,Together,30843.0,1,1,24,0,2,0,0,2,1,1,2,5
5794,1974,Married,46374.0,0,1,408,0,21,0,0,3,7,1,7,8
1456,1979,Single,60474.0,0,1,265,199,303,234,9,7,10,2,12,7
4877,1973,Married,38576.0,0,1,34,0,7,0,0,1,1,0,3,7
425,1985,Married,55357.0,2,0,374,64,116,84,25,3,6,2,11,5
3007,1966,Together,37758.0,1,1,27,2,10,0,0,2,1,0,3,8
1031,1989,Married,85710.0,0,0,600,20,350,29,30,1,6,9,10,2
4297,1969,Together,23228.0,1,0,13,2,18,6,1,2,2,0,3,8
807,1969,Together,44602.0,1,1,167,2,89,0,0,6,6,1,4,8
9553,1987,Married,7500.0,0,0,0,2,3,4,1,1,0,0,3,6
4271,1989,Together,38683.0,1,0,46,35,69,84,41,6,4,1,6,7
4120,1975,Single,49514.0,1,0,88,39,78,58,13,2,6,1,4,7
2036,1973,Together,57906.0,0,1,243,11,119,10,3,3,4,2,8,4
115,1966,Single,43456.0,0,1,275,11,68,25,7,3,5,1,8,5
4259,1986,Single,19485.0,2,0,6,0,4,0,0,1,1,0,2,7
8687,1978,Together,53172.0,0,1,121,62,90,68,20,3,2,3,8,3
2447,1979,Together,30545.0,1,0,4,12,15,19,7,2,2,0,3,7
10140,1983,Together,70123.0,0,0,1308,0,396,23,0,1,5,7,4,3
9353,1959,Single,62450.0,0,1,515,47,267,62,66,2,5,5,4,3
3623,1976,Together,21675.0,1,0,4,0,16,17,4,3,4,0,3,7
738,1981,Single,42395.0,1,1,48,13,57,24,15,4,3,1,4,7
7631,1978,Together,61346.0,1,0,562,58,168,43,16,1,5,7,10,3
4789,1953,Together,80812.0,0,0,769,22,500,210,143,1,4,8,5,2
773,1971,Divorced,42835.0,1,1,379,4,93,12,9,7,6,6,4,6
10602,1983,Married,39922.0,1,0,29,12,59,19,1,2,3,0,4,8
1446,1956,Single,86424.0,0,0,387,68,569,89,45,1,6,9,12,1
3270,1978,Together,17117.0,1,0,12,23,38,30,18,4,3,1,3,9
8443,1972,Single,24762.0,1,0,6,10,12,3,15,3,3,1,2,8
9653,1975,Married,35797.0,0,1,27,1,14,4,1,2,2,0,3,8
8916,1975,Divorced,36627.0,2,0,9,1,5,0,0,1,0,0,3,5
8017,1981,Married,51111.0,1,1,22,0,19,6,5,2,2,0,3,6
5830,1972,Single,86857.0,0,0,899,102,838,133,102,1,5,6,10,2
4597,1970,Together,82072.0,0,0,889,55,685,168,92,1,3,2,13,1
7023,1953,Single,46231.0,2,1,189,2,55,0,5,4,6,1,4,9
8086,1959,Married,42243.0,1,1,48,0,2,0,0,2,2,0,3,7
8825,1962,Together,51195.0,1,1,230,14,156,82,24,8,9,2,5,8
2930,1978,Single,68092.0,0,0,852,60,207,78,36,2,2,6,10,5
1928,1973,Married,31814.0,1,0,35,3,20,4,1,2,2,0,3,9
7108,1965,Widow,51390.0,1,1,205,20,47,23,2,6,5,2,5,5
10925,1983,Married,76630.0,0,0,255,31,446,40,56,1,3,10,11,1
9960,1991,Single,26868.0,1,0,0,0,1,8,3,1,1,0,2,7
8800,1943,Divorced,48948.0,0,0,437,8,206,160,49,2,7,10,5,6
9224,1972,Single,55260.0,0,1,825,8,53,11,0,2,8,10,5,6
5519,1956,Together,64090.0,0,1,316,58,161,76,51,1,6,9,4,5
5046,1958,Divorced,78331.0,0,1,756,138,354,160,169,2,10,6,7,4
7037,1974,Married,37087.0,1,0,194,55,134,15,0,3,4,2,8,6
905,1986,Divorced,21846.0,1,0,7,17,18,6,10,4,4,0,3,8
8624,1958,Married,81320.0,0,0,183,33,493,59,103,1,4,3,10,2
8945,1970,Divorced,54137.0,0,1,171,0,11,0,1,2,4,1,4,6
6445,1967,Together,66825.0,0,0,243,101,405,29,40,1,4,5,6,2
2727,1973,Together,57100.0,0,0,181,21,69,39,3,1,3,3,6,3
6404,1969,Together,58917.0,1,2,151,7,89,0,7,5,4,1,6,5
11074,1977,Single,85072.0,0,0,494,92,391,194,11,1,3,4,10,0
10150,1961,Single,86429.0,0,0,464,28,873,29,18,0,7,4,7,2
1968,1971,Widow,45684.0,1,0,5,1,5,10,0,1,1,0,2,7
6534,1974,Together,47889.0,1,0,29,0,29,0,5,1,2,0,3,5
9485,1986,Married,45921.0,0,0,102,9,49,24,3,1,2,1,6,4
7053,1966,Single,78420.0,0,0,604,28,674,91,28,1,3,10,8,1
4654,1992,Together,75114.0,0,0,571,12,523,63,60,1,3,10,5,2
9760,1963,Widow,52278.0,0,1,953,0,71,0,0,6,10,5,10,8
1048,1972,Married,35641.0,1,0,63,3,67,8,9,2,3,1,4,7
10619,1994,Single,95529.0,0,0,770,29,890,250,27,1,7,3,7,3
9308,1954,Married,62820.0,0,0,398,61,265,138,61,1,3,4,6,1
10505,1960,Together,73113.0,0,0,741,19,154,50,9,1,3,4,7,2
8362,1982,Married,84169.0,0,0,1478,19,403,0,19,1,7,6,6,3
2625,1954,Single,42607.0,0,1,156,29,56,30,32,2,3,2,7,3
4637,1954,Single,74637.0,0,0,960,64,464,146,0,1,6,9,9,3
9972,1955,Together,46015.0,1,1,38,0,2,0,0,1,1,0,3,7
4483,1993,Single,72354.0,0,0,315,26,473,220,12,1,2,10,6,1
4487,1969,Single,39858.0,1,0,15,20,25,2,7,1,2,0,4,6
4988,1948,Married,34469.0,1,1,19,6,20,0,5,3,1,1,4,4
8931,1986,Together,83033.0,1,0,812,99,431,237,149,1,11,4,10,5
5871,1979,Together,24401.0,0,0,73,28,217,10,24,3,6,1,6,8
2008,1978,Married,77583.0,0,0,372,23,384,250,12,1,4,5,9,2
3139,1982,Single,74116.0,0,0,871,111,704,145,55,1,4,4,10,2
10037,1993,Single,74293.0,0,0,375,152,335,93,91,1,5,4,6,2
10673,1976,Married,68397.0,0,1,760,80,466,17,13,1,6,9,5,3
5303,1974,Together,79632.0,0,0,471,0,510,99,21,1,6,4,9,2
538,1989,Single,46107.0,1,0,31,9,27,16,9,1,1,1,4,3
7922,1951,Single,64950.0,0,1,819,0,72,12,0,2,11,2,10,7
5692,1989,Married,25443.0,1,0,1,4,3,8,9,1,1,0,3,8
4843,1952,Single,75127.0,0,0,203,35,305,46,17,1,2,11,5,1
6383,1971,Together,32892.0,1,0,26,0,15,2,1,2,3,0,3,8
1628,1971,Together,71796.0,0,0,354,21,311,167,75,1,9,3,4,4
1204,1970,Married,67536.0,0,1,1253,0,447,23,71,3,11,5,11,8
3673,1971,Single,55239.0,0,1,371,17,238,23,24,3,7,5,11,5
760,1975,Divorced,60554.0,1,0,588,7,76,110,15,2,8,4,9,6
8957,1952,Single,64831.0,1,1,480,86,249,75,86,8,6,3,5,6
4128,1962,Together,56067.0,0,1,517,12,54,16,6,2,7,4,7,5
6810,1983,Divorced,82025.0,0,0,267,98,606,48,70,1,3,2,6,1
5386,1953,Together,94384.0,0,0,1111,24,790,160,45,0,5,8,5,2
8700,1986,Single,14906.0,0,0,7,7,14,7,16,3,2,1,3,7
3202,1987,Married,51563.0,0,0,1166,0,48,0,0,1,4,4,10,8
1328,1982,Married,57937.0,0,1,261,42,144,55,48,3,4,4,9,3
8405,1979,Divorced,68274.0,1,1,135,25,51,23,25,2,4,2,5,3
6515,1977,Together,39771.0,1,0,6,2,18,2,8,1,2,0,3,4
2882,1975,Divorced,67893.0,0,1,711,28,142,49,18,2,3,2,9,8
7574,1979,Together,27922.0,1,0,11,0,13,2,4,1,2,0,3,4
6387,1976,Together,52190.0,1,1,42,0,17,0,0,3,2,1,3,5
5320,1973,Divorced,44051.0,1,1,79,7,58,6,3,4,3,1,4,6
5048,1971,Single,42767.0,2,0,20,6,43,19,5,1,3,1,2,8
8146,1976,Together,46106.0,1,1,30,0,8,2,0,1,1,1,2,6
10031,1976,Married,16927.0,1,1,20,2,23,3,1,5,3,0,4,8
5748,1965,Married,59754.0,0,1,115,27,44,4,146,3,5,2,6,5
2134,1952,Single,53700.0,0,1,263,5,233,69,41,4,5,5,8,5
1523,1973,Married,59041.0,1,1,69,2,15,2,2,2,2,0,4,5
9665,1957,Divorced,54237.0,0,1,267,3,30,4,0,4,5,2,5,6
4640,1967,Divorced,70647.0,0,1,561,85,171,25,123,2,4,7,13,2
3635,1962,Single,52597.0,0,1,492,0,37,7,0,3,6,3,8,5
3547,1969,Together,41021.0,1,0,14,7,9,6,16,2,2,0,3,6
2456,1975,Married,40233.0,0,1,80,4,46,0,17,5,2,1,5,6
5633,1980,Married,50183.0,1,1,97,12,84,13,10,7,3,1,6,5
7801,1959,Together,54753.0,0,1,197,107,227,7,59,3,5,2,11,4
10489,1973,Married,92955.0,0,0,693,21,925,31,24,1,6,7,9,2
7011,1973,Married,33471.0,1,0,43,2,27,0,9,3,3,0,4,7
2620,1974,Married,34596.0,1,0,14,0,2,0,0,1,1,0,2,8
3933,1980,Together,44010.0,1,0,186,36,234,86,72,6,10,2,6,9
10981,1988,Married,84219.0,0,0,434,137,400,45,137,1,3,4,10,1
1734,1968,Together,40706.0,2,1,59,0,11,4,2,4,3,0,4,7
10995,1988,Married,15716.0,1,0,16,5,30,8,7,3,3,0,4,8
6357,1959,Divorced,59052.0,0,1,230,35,75,63,57,3,7,1,7,5
9209,1971,Together,80573.0,0,0,829,138,430,60,92,1,4,6,13,2
10286,1962,Married,83715.0,0,0,318,8,407,150,35,1,2,8,13,0
2611,1959,Together,82576.0,0,0,1206,55,445,168,18,1,2,4,12,1
1600,1965,Married,56962.0,2,1,292,3,77,10,3,7,6,3,5,7
3308,1952,Married,35704.0,1,1,30,9,12,2,11,3,2,0,4,4
5407,1954,Together,53103.0,0,1,729,17,133,11,0,5,10,6,7,7
2166,1960,Widow,46779.0,1,1,12,1,3,0,0,1,0,1,2,4
3955,1965,Divorced,4861.0,0,0,2,1,1,1,0,0,0,0,0,14
6634,1979,Divorced,33462.0,1,0,22,3,18,0,0,1,2,0,3,7
3056,1978,Divorced,63693.0,0,1,587,43,337,42,87,3,11,6,9,6
5718,1950,Married,80763.0,0,0,674,168,108,192,42,1,5,11,6,3
6872,1974,Married,65352.0,0,1,284,3,84,4,7,2,4,2,8,4
8164,1978,Married,82170.0,0,0,1023,93,651,49,55,1,5,6,7,2
4580,1969,Married,75759.0,0,0,1394,22,708,89,91,1,9,7,9,5
9305,1976,Single,79689.0,0,0,311,26,640,180,37,1,4,9,13,2
453,1956,Widow,35340.0,1,1,27,0,12,0,1,2,2,0,3,5
8545,1954,Divorced,85683.0,0,0,1296,17,311,45,69,1,2,4,10,1
9850,1972,Married,24884.0,1,0,3,6,7,0,0,1,0,0,3,7
7378,1981,Together,42021.0,1,0,393,5,136,7,5,5,10,1,6,9
7646,1989,Single,64449.0,1,0,218,63,282,137,35,4,5,3,12,4
1640,1954,Divorced,64587.0,1,1,66,0,16,0,6,2,1,1,4,3
5184,1995,Single,34824.0,0,0,4,2,11,2,0,1,1,0,2,6
8492,1978,Together,75437.0,0,0,795,0,545,95,58,1,8,4,10,6
11188,1957,Together,26091.0,1,1,15,10,19,8,17,3,2,1,3,5
1212,1973,Married,52845.0,1,0,384,25,292,130,41,3,8,8,6,6
9097,1956,Divorced,46086.0,0,1,244,8,32,7,2,4,3,1,8,4
10473,1956,Widow,78028.0,0,1,158,19,288,25,0,1,6,4,9,7
7962,1987,Single,95169.0,0,0,1285,21,449,106,20,1,4,3,4,1
9984,1981,Married,56337.0,1,1,349,16,144,28,5,5,8,5,4,8
5527,1987,Together,22434.0,1,0,4,12,11,3,13,2,2,0,3,8
6374,1954,Married,36930.0,0,1,223,2,31,0,2,5,5,2,4,8
7453,1954,Single,36130.0,0,1,157,43,127,68,56,6,3,8,4,4
8952,1953,Married,65569.0,0,1,397,46,288,20,38,2,6,5,10,3
241,1952,Together,83844.0,0,0,901,31,345,75,31,1,4,4,11,1
8975,1968,Married,19514.0,1,1,14,3,21,2,1,4,3,1,2,8
6119,1963,Single,36736.0,1,1,10,0,3,0,0,1,1,0,2,6
5236,1979,Together,77568.0,0,1,1230,0,396,232,178,1,10,2,8,5
5723,1976,Together,49187.0,0,1,81,1,31,2,1,1,1,1,5,2
1710,1978,Single,30168.0,1,0,154,20,66,0,12,7,6,1,4,9
1970,1968,Together,34053.0,0,1,63,0,21,7,0,1,3,0,3,8
5313,1971,Married,38196.0,1,1,30,0,11,0,0,3,2,0,4,5
10634,1951,Married,59412.0,0,0,90,67,165,30,43,1,4,2,8,3
7010,1965,Married,70924.0,0,0,635,114,254,132,152,1,6,6,7,3
8562,1969,Together,54165.0,0,0,127,4,73,15,6,1,2,1,7,2
3158,1973,Married,32300.0,1,0,13,3,6,6,5,1,1,0,3,8
4436,1976,Single,20180.0,0,0,18,42,24,15,20,1,2,1,4,7
5287,1973,Married,34961.0,1,0,45,2,26,4,1,3,3,1,3,7
2445,1974,Together,28440.0,1,0,38,1,24,0,0,1,2,0,3,8
6059,1953,Together,64504.0,1,2,986,36,168,16,0,7,11,3,4,7
4550,1966,Together,33564.0,0,1,61,0,3,0,0,1,1,1,3,5
4240,1978,Married,17345.0,1,0,4,9,16,17,0,2,2,1,2,8
8911,1967,Married,56320.0,0,1,201,53,172,116,77,3,5,4,9,4
3706,1978,Single,28647.0,1,0,19,8,29,0,12,1,2,2,2,7
3628,1987,Single,15038.0,1,0,4,8,11,19,12,2,2,1,2,9
10175,1958,Divorced,32173.0,0,1,18,0,2,0,0,1,1,0,3,4
8985,1964,Together,68316.0,0,1,806,80,161,120,11,5,10,7,10,6
5204,1971,Together,74538.0,0,0,380,98,733,110,112,1,8,8,5,3
9220,1971,Single,91700.0,0,0,576,172,961,125,115,1,8,6,5,3
9888,1969,Together,68695.0,0,0,458,81,356,106,50,1,4,4,7,2
5263,1977,Married,31056.0,1,0,5,10,13,3,8,1,1,0,3,8
1020,1973,Married,79593.0,0,0,350,60,568,110,133,1,5,6,7,2
9503,1980,Single,28071.0,0,0,39,33,130,41,26,2,5,1,5,8
10613,1958,Together,37334.0,1,1,26,1,16,2,2,4,3,0,4,4
67,1972,Single,46423.0,1,1,68,0,16,0,0,3,2,0,4,7
6019,1971,Married,37126.0,1,0,45,3,9,4,4,1,1,2,2,6
5863,1953,Married,47703.0,0,1,359,0,134,13,26,4,6,3,8,5
3717,1959,Married,61180.0,0,1,403,24,29,6,24,2,5,5,6,3
6730,1954,Married,38998.0,1,1,34,1,14,0,0,3,2,0,3,8
10749,1991,Single,8028.0,0,0,73,18,66,7,12,15,0,1,0,19
4998,1962,Together,76081.0,0,0,292,30,415,63,33,1,4,5,4,2
6287,1986,Together,34728.0,1,0,14,0,16,0,0,1,1,1,2,6
5985,1965,Single,33168.0,0,1,80,1,37,0,1,3,2,1,4,7
4754,1966,Married,33585.0,0,1,30,11,33,13,6,1,2,0,4,4
4002,1960,Married,77037.0,0,1,463,96,333,168,53,1,7,7,12,3
8870,1984,Together,35196.0,1,0,75,12,141,43,39,6,6,1,5,8
966,1966,Married,44529.0,0,1,538,13,91,17,6,6,6,2,11,5
4767,1965,Married,70924.0,0,0,635,114,254,132,152,1,6,6,7,3
9725,1966,Together,28764.0,1,1,8,0,3,0,0,1,1,0,2,8
4475,1949,Married,69098.0,0,0,1315,22,780,145,0,1,7,8,9,5
5740,1970,Divorced,25959.0,1,1,4,2,12,7,5,2,1,2,2,6
5731,1983,Married,27100.0,1,0,12,0,13,2,0,1,1,0,3,7
7290,1985,Single,70596.0,0,0,347,44,534,17,0,1,3,5,12,2
3846,1974,Married,42557.0,0,1,192,5,53,0,5,4,6,1,4,8
8104,1951,Married,53312.0,0,0,241,0,12,0,0,1,5,1,5,7
4507,1952,Single,72228.0,0,0,631,28,491,30,14,1,6,7,8,3
11013,1987,Together,67605.0,0,0,336,28,282,184,54,1,2,8,6,1
4491,1949,Married,62845.0,1,1,1099,0,45,0,0,11,3,4,10,8
3759,1958,Together,65196.0,0,2,743,19,181,12,0,2,7,6,11,5
1162,1987,Single,42000.0,0,0,124,83,267,85,59,2,5,2,11,5
2055,1973,Divorced,35860.0,1,1,15,0,8,4,2,2,1,1,2,5
10766,1964,Married,65526.0,0,1,397,19,69,12,0,1,4,4,8,2
4415,1961,Married,16860.0,1,1,10,4,4,3,3,3,1,1,3,7
3005,1992,Single,83528.0,0,0,530,117,678,134,44,1,4,10,8,1
2223,1965,Divorced,64176.0,0,1,1215,33,249,64,116,8,8,9,8,6
4817,1956,Divorced,22304.0,0,0,3,2,7,0,4,1,1,0,2,8
2875,1978,Married,67023.0,0,0,444,44,382,11,8,1,3,7,13,2
10536,1971,Together,32892.0,1,0,26,0,15,2,1,2,3,0,3,8
11112,1966,Together,70713.0,0,1,736,114,279,82,76,6,5,6,8,3
3807,1955,Together,59925.0,0,1,473,21,176,19,21,3,9,2,9,6
9197,1953,Married,39722.0,0,1,32,0,5,2,0,2,2,0,3,5
10832,1958,Together,46610.0,0,0,288,10,30,4,10,1,6,1,6,6
6421,1961,Together,88347.0,0,0,1050,178,555,77,138,1,4,7,9,1
4207,1981,Married,87171.0,0,0,1001,44,107,58,44,1,6,7,11,2
577,1976,Together,26907.0,1,1,9,1,7,0,3,2,1,0,3,7
10855,1968,Single,50014.0,1,0,234,14,77,19,10,2,4,1,8,5
3081,1978,Married,41014.0,1,0,7,2,6,2,0,1,1,0,2,7
3535,1965,Single,66294.0,0,0,251,108,334,65,92,1,4,3,5,2
247,1971,Married,36715.0,1,0,172,10,125,21,13,6,7,2,4,9
8707,1956,Married,79456.0,0,0,565,42,548,64,83,1,5,6,4,3
9523,1982,Together,40479.0,1,0,5,0,8,2,0,1,0,0,3,4
6072,1970,Single,75345.0,0,0,918,57,842,99,38,1,5,8,6,3
6295,1977,Married,54233.0,0,1,652,8,158,21,0,4,11,6,5,8
